Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,IncomePerPerson,Infantmortality,LifeExpectancy,Populationtotal,Populationdensity
Netherlands Antilles,Europe - Western,Europe,America,2000,[2000],2.1,44568.51882,,74.648,179769,224.711
New Caledonia,Oceania,Oceania,East Asia & Pacific,2000,[2000],2.393,67769.00482,,73.457,211965,11.411
New Zealand,Oceania,Oceania,East Asia & Pacific,2000,[2000],1.97918,43790.31196,6.1,78.9,3858032,14.261
Nicaragua,America - Central,Central and South America,America,2000,[2000],3.251,4981.592285,32.5,69.682,5073704,39.028
Niger,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],7.725,1154.381749,101,50.692,10922421,8.621
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],6.099,1619.115759,112.4,46.629,123688536,133.896
Niue,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,19.8,,1900,7.308
North Korea,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],,,44.5,,,189.933
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,2000,[2000],,7650.449113,,,68432,147.483
Norway,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],1.85,43174.48117,3.9,78.76,4490859,11.66
Oman,Asia - Western,Asia,Middle East & North Africa,2000,[2000],3.72,19204.28588,14.7,72.139,2264163,7.316
Pakistan,Asia - Southern,Asia,South Asia,2000,[2000],4.474,2086.457879,87.6,63.854,144522192,181.539
Palau,Oceania,Oceania,East Asia & Pacific,2000,[2000],,12723.50646,22.2,,19172,41.769
Panama,America - Central,Central and South America,America,2000,[2000],2.821,7405.969922,21.8,75.094,2956126,39.145
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.507,1821.678261,58.4,58.749,5378824,11.621
Paraguay,America - South,Central and South America,America,2000,[2000],3.677,3907.299889,27.1,70.073,5343539,13.137
Peru,America - South,Central and South America,America,2000,[2000],2.929,5791.372109,30.4,70.506,25861887,20.123
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],3.813,2598.886344,30.4,66.774,77309965,257.7
Pitcairn,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,,58,
Poland,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.336,11680.79102,8.1,73.91,38302444,118.492
Portugal,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.468,19609.7337,5.7,76.84,10336209,112.372
Puerto Rico,America - Central,Central and South America,America,2000,[2000],1.897,18568.21925,,75.828,3814353,429.786
Qatar,Asia - Western,Asia,Middle East & North Africa,2000,[2000],3.241,60394.43245,10.7,76.68,590957,53.723
Romania,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.274,7089.830211,22.9,70.47,22191683,93.089
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.238,8570.996315,19.7,65.38,146757517,8.595
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],5.897,704.0365299,108.2,47.682,8098344,307.478
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],,2107.445036,,,5059,
Saint Kitts and Nevis,America - Central,Central and South America,America,2000,[2000],,12490.82446,,,46083,
Saint Lucia,America - Central,Central and South America,America,2000,[2000],2.313,8676.196972,,71.456,157108,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,2000,[2000],2.379,5893.668699,,70.6,107891,
Saint-Pierre-et-Miquelon,America - North,North America,America,2000,[2000],,,,,6270,
Samoa,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.503,4090.82596,18.3,69.344,176549,62.363
San Marino,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],,39601.52881,4.9,,26967,442.082
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,2000,[2000],4.687,1320.58294,56.8,63.336,141010,146.276
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,2000,[2000],3.99,20001.87326,18.8,72.401,20045276,9.325
Senegal,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.561,1511.486784,69.8,57.817,9505862,48.321
Serbia,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.642,6607.328447,10.9,72.072,10133561,114.684
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],2.152,15230.39812,11.9,71.771,78685,172.934
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.92,517.6747972,142.6,38.123,4143115,57.752
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],1.6,36834.84971,3,78.34,3919300,5738.36
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.274,12689.75974,10.2,73.19,5404845,110.229
Slovenia,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.214,19399.68944,4.6,76.11,1985406,98.016
Solomon Islands,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.72,1802.023615,28.6,62.808,408732,14.145
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],7.61,881.513623,103.3,50.902,7399033,11.603
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,2000,[2000],2.866,7454.445716,51.4,55.892,44760380,36.658
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],6.133,1883.765486,108.6,49.248,6994624,
Spain,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],1.224,23410.16483,5.4,79.34,40288457,79.623
Sri Lanka,Asia - Southern,Asia,South Asia,2000,[2000],2.237,2997.689295,14.8,71.078,18745084,285.705
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,2000,[2000],5.444,1874.01767,67.9,57.979,27193105,13.643
Suriname,America - South,Central and South America,America,2000,[2000],2.739,5677.291874,28.9,67.851,466846,2.85
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,2000,[2000],4.209,4021.223575,79.5,48.689,1063832,61.267
Sweden,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],1.559,28640.08844,3.4,79.84,8860153,19.691
Switzerland,Europe - Western,Europe,Europe & Central Asia,2000,[2000],1.437,34386.90248,4.6,79.99,7167908,173.624
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],1.68,23525.4994,7,76.02,22183000,
Tajikistan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],3.954,1001.500467,72.9,63.57,6172807,43.136
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],1.676,5578.402898,19.2,70.921,63155029,123.082
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],7.112,2743.191619,83.4,59.468,830089,55.808
Togo,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.288,890.3598035,76.6,53.585,4793504,84.415
Tokelau,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,,1552,129.333
Tonga,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.25,4886.266461,15.5,70.81,97935,150.669
Trinidad and Tobago,America - Central,Central and South America,America,2000,[2000],1.753,10496.90587,24.6,68.533,1292058,251.863
Tunisia,Africa - Northern,Africa,Middle East & North Africa,2000,[2000],2.114,5480.315607,24.8,73.159,9456117,57.797
Turkey,Asia - Western,Asia,Europe & Central Asia,2000,[2000],2.454,6803.286822,30.5,70.01,63627862,81.203
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],2.837,3289.742427,64.1,63.925,4501419,9.222
Turks and Caicos Islands,America - Central,Central and South America,America,2000,[2000],,26819.72382,23,,18873,43.891
Tuvalu,Oceania,Oceania,East Asia & Pacific,2000,[2000],,3743.06933,34,,9419,362.269
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],6.865,881.208267,89.1,48.126,24213120,100.454
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.139,3700.350923,15.9,67.79,48891792,80.987
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,2000,[2000],2.644,30012.31775,9.6,74.163,3033491,36.286
United Kingdom,Europe - Western,Europe,Europe & Central Asia,2000,[2000],1.675,28644.71245,5.6,78.04,58874117,242.38
United States of America,America - North,North America,America,2000,[2000],2.054,39758.49911,7.1,76.8,282496310,29.338
Uruguay,America - South,Central and South America,America,2000,[2000],2.243,9092.317746,14.1,74.777,3319066,18.964
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],2.742,1635.215381,51.3,66.999,24775610,55.377
Vanuatu,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.368,3762.189618,20.6,67.438,185074,15.184
Venezuela,America - South,Central and South America,America,2000,[2000],2.822,9434.237476,18.2,72.432,24348304,26.696
Vietnam,Asia - Southern,Asia,East Asia & Pacific,2000,[2000],1.983,1577.531777,24.6,73.777,78758010,237.445
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,2000,[2000],,2873.284363,,,14499,72.495
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,2000,[2000],5.404,7586.317299,24.9,70.929,3198560,531.322
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,2000,[2000],2.957,,,62.636,315340,1.185
Yemen,Asia - Western,Asia,Sub-Saharan Africa,2000,[2000],,,69.9,,,33.569
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],6.071,1035.903578,99.4,41.802,10201562,13.555
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],4.069,745.7689741,60.8,43.976,12509477,32.013
Afghanistan,Asia - Southern,Asia,South Asia,2004,[2004],7.136,2414.152373,85.3,56.583,26693486,40.935
Aland Islands,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],,,,79.88,26530,
Albania,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],2.004,15345.75851,20.7,75.725,3124861,108.698
Algeria,Africa - Northern,Africa,Middle East & North Africa,2004,[2004],2.448,17372.90308,23.8,69.682,32396048,13.602
American Samoa,Oceania,Oceania,East Asia & Pacific,2004,[2004],,27360.51735,,,61871,310.91
Andorra,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],,112282.8189,3.5,,75292,160.88
Angola,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],6.704,9021.343786,117.1,48.036,15957460,12.8
Anguilla,America - Central,Central and South America,America,2004,[2004],,54836.46354,,,13083,143.769
Antigua and Barbuda,America - Central,Central and South America,America,2004,[2004],2.246,42342.27451,12.2,74.355,82838,187.416
Argentina,America - South,Central and South America,America,2004,[2004],2.31,30696.29054,15.9,74.645,38340778,13.79
Armenia,Asia - Western,Asia,Europe & Central Asia,2004,[2004],1.4,10241.72501,21.9,73.192,3062612,102.772
Aruba,America - Central,Central and South America,America,2004,[2004],1.786,80918.08535,,74.175,99046,550.256
Australia,Oceania,Oceania,East Asia & Pacific,2004,[2004],1.763,96295.51845,4.8,81.04,20103822,2.597
Austria,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.419,100367.0821,4.2,79.47,8185553,97.612
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,2004,[2004],1.987,7520.211153,46.2,68.57,8479668,97.918
Bahamas,America - Central,Central and South America,America,2004,[2004],1.857,45495.06916,15.1,73.538,314739,22.679
Bahrain,Asia - Western,Asia,Middle East & North Africa,2004,[2004],2.529,51319.36479,9.8,75.247,671760,967.954
Bangladesh,Asia - Southern,Asia,South Asia,2004,[2004],2.702,2442.875238,54,67.064,138633401,962.745
Barbados,America - Central,Central and South America,America,2004,[2004],1.81,30536.25132,18.2,73.84,269947,627.784
Belarus,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.281,15613.44889,8,69.09,9872110,47.554
Belgium,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.727,63200.03399,4.1,79.12,10356993,339.262
Belize,America - Central,Central and South America,America,2004,[2004],3.208,14601.08236,18.7,71.69,274855,11.968
Benin,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.645,2778.260189,79.2,56.7,7397985,65.689
Bermuda,America - North,North America,America,2004,[2004],,134172.332,,,63905,1205.755
Bhutan,Asia - Southern,Asia,South Asia,2004,[2004],2.923,7091.980786,49.3,63.323,642400,13.668
Bolivia,America - South,Central and South America,America,2004,[2004],3.809,7057.345215,46.9,64.404,8982917,8.177
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.21,12634.54509,7.8,75.17,3781358,73.859
Botswana,America - South,Africa,Sub-Saharan Africa,2004,[2004],3.079,23445.17286,47.7,47.257,1852243,3.184
Brazil,America - South,Central and South America,America,2004,[2004],2.135,16922.99734,22,71.463,183873377,21.596
British Virgin Islands,America - Central,Central and South America,America,2004,[2004],,83410.48584,16.8,,21721,143.848
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],2.211,96667.34082,7.3,76.783,355943,61.742
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.29,17442.45606,14.6,72.54,7789180,70.228
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],6.335,2193.707042,89.4,52.278,13789736,50.328
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],6.803,863.5148165,86,49.589,7039534,252.911
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],3.31,2616.126117,56.6,66.177,13193961,72.881
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],5.413,3994.222798,80,51.74,17165267,36.104
Canada,America - North,North America,America,2004,[2004],1.548,68693.93102,5.2,80.25,31943605,3.204
Cayman Islands,America - Central,Central and South America,America,2004,[2004],,93189.82875,,,50273,190.428
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,2004,[2004],5.176,1342.103146,,44.607,3952281,
Chad,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],7.147,3338.836776,101.1,47.393,9474792,7.379
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.413,,,78.672,147963,758.785
Chile,America - South,Central and South America,America,2004,[2004],1.96,23299.42673,7.8,77.53,16132209,21.321
China,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],1.566,9412.076912,22.1,73.793,1300552134,135.517
Colombia,America - South,Central and South America,America,2004,[2004],2.518,12160.6489,19,72.066,42385712,37.216
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.254,2166.048711,69.2,58.84,625876,336.312
Cook Islands,Oceania,Oceania,East Asia & Pacific,2004,[2004],,,12.3,,,80.826
Costa Rica,America - Central,Central and South America,America,2004,[2004],2.134,16603.79542,9.1,78.305,4235605,82.889
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.06,3158.83964,92,46.752,17731840,54.989
Croatia,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.373,24981.86856,6.1,75.279,4449522,78.7
Cuba,America - Central,Central and South America,America,2004,[2004],1.592,13755.97211,5.5,77.508,11234970,101.343
Cyprus,Asia - Western,Asia,Europe & Central Asia,2004,[2004],1.549,48422.8754,4.3,78.518,1015806,109.805
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.249,38122.13619,,76.01,10201665,
Denmark,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.784,65389.20294,4.2,77.58,5400280,125.314
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,2004,[2004],4.074,3885.374723,80,57.678,793738,34.213
Dominica,America - Central,Central and South America,America,2004,[2004],,16539.05529,12.8,,69087,91.993
Dominican Republic,America - Central,Central and South America,America,2004,[2004],2.781,9677.31633,,71.401,9129965,
Ecuador,America - South,Central and South America,America,2004,[2004],2.897,12622.02537,24.8,74.441,13208869,46.582
Egypt,Africa - Northern,Africa,Middle East & North Africa,2004,[2004],3.091,9839.390915,27.7,69.299,72844998,72.74
El Salvador,America - Central,Central and South America,America,2004,[2004],2.496,10699.38548,21,70.543,6028792,286.526
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],5.574,22974.57179,90.1,48.442,589794,21.026
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,2004,[2004],5.582,1388.711546,49.4,58.227,4318343,36.721
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,2004,[2004],,,,,75890979,
Estonia,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.472,30028.43402,6.3,72.29,1348449,29.899
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.87,1099.209228,74.5,55.573,72526620,65.677
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],,,,,47915,34.249
Falkland Islands (Malvinas),Europe - Northern,Europe,America,2004,[2004],,,,,,0.243
Fiji,Oceania,Oceania,East Asia & Pacific,2004,[2004],2.907,8411.9127,19.2,68.243,819102,44.823
Finland,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.8,59302.80899,3.1,78.96,5226067,15.455
France,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.916,59011.76011,3.9,80.5,60596691,109.876
French Guiana,America - South,Central and South America,America,2004,[2004],3.549,15821.43744,,75.353,194882,2.165
French Polynesia,Oceania,Oceania,East Asia & Pacific,2004,[2004],2.289,51305.61741,,73.767,251622,62.906
Gabon,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],4.408,25136.91833,52.8,59.732,1344171,5.022
Gambia,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.827,1421.86855,57.1,56.411,1460493,129.304
Georgia,Asia - Western,Asia,Europe & Central Asia,2004,[2004],1.639,6334.309029,23.7,72.909,4519607,64.844
Germany,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.352,60521.32279,4,79.34,82524343,231.146
Ghana,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],4.455,2363.427046,59.6,58.237,21119911,88.541
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],,,,,28793,4798.833
Greece,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.332,49174.32144,5.2,79.288,11147261,84.476
Greenland,America - North,North America,America,2004,[2004],2.415,67010.36337,,,57041,0.026
Grenada,America - Central,Central and South America,America,2004,[2004],2.373,16552.4644,12.7,71.249,102455,297.834
Guadeloupe,America - Central,Central and South America,America,2004,[2004],2.089,14833.65146,,78.346,442413,259.48
Guam,Oceania,Oceania,East Asia & Pacific,2004,[2004],2.679,,,76.371,165918,302.219
Guatemala,America - Central,Central and South America,America,2004,[2004],4.459,9716.224491,34.6,69.409,12404764,113.921
Guernsey,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],,94624.7406,,,65031,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.649,1874.944573,87.5,52.203,8889321,36.156
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.539,1124.167137,97.1,52.183,1340814,37.116
Guyana,America - South,Central and South America,America,2004,[2004],2.709,6596.722522,34.3,64.171,743743,3.46
Haiti,America - Central,Central and South America,America,2004,[2004],3.849,2360.498672,67.6,58.845,9212634,331.987
Holy See,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],,,,,541,1229.545
Honduras,America - Central,Central and South America,America,2004,[2004],3.579,6418.707888,26.4,71.266,6743128,60.159
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],,66803.28671,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.292,32582.3959,7.5,73.04,10110393,108.677
Iceland,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],2.036,68558.3572,2.6,80.95,293004,2.845
India,Asia - Southern,Asia,South Asia,2004,[2004],2.884,3962.043324,58.1,63.684,1122991192,341.619
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],2.486,6191.581836,35,68.582,224606531,117.93
Iran,Asia - Southern,Asia,Middle East & North Africa,2004,[2004],1.895,20596.69567,22.9,71.126,68893323,41.799
Iraq,Asia - Western,Asia,Middle East & North Africa,2004,[2004],4.634,6586.3151,33.4,69.747,26618523,60.729
Ireland,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.979,72607.6018,4.7,78.64,4085676,58.14
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],,68518.1105,,,79410,138.829
Israel,Asia - Western,Asia,Middle East & North Africa,2004,[2004],2.91,45860.55582,4.7,79.96,6471236,292.221
Italy,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.29,55775.1469,3.8,81.19,58263782,193.363
Jamaica,America - Central,Central and South America,America,2004,[2004],2.498,14186.88766,18.1,71.221,2664897,242.462
Japan,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],1.301,59484.09226,2.9,82.36,126299414,334.238
Jersey,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],,,,,90502,
Jordan,Asia - Western,Asia,Middle East & North Africa,2004,[2004],3.78,8231.02452,20.7,72.421,5210369,58.319
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,2004,[2004],2.176,15860.17011,30.9,64.934,15053492,5.524
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],4.955,2634.9462,62.9,53.966,34702176,59.794
Kiribati,Oceania,Oceania,East Asia & Pacific,2004,[2004],3.413,6764.036702,50.7,66.001,90398,124.515
Kuwait,Asia - Western,Asia,Middle East & North Africa,2004,[2004],2.63,84551.27751,10.3,73.475,2189485,122.881
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,2004,[2004],2.538,3507.043229,,66.601,5018366,
Lao,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],,,,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.342,23776.10852,11.4,70.92,2319229,35.901
Lebanon,Asia - Western,Asia,Middle East & North Africa,2004,[2004],1.854,18491.2677,13,76.484,3998042,384.427
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,2004,[2004],3.654,2739.624328,83.6,43.597,2047006,67.436
Liberia,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.547,751.380235,90.4,54.116,3092721,27.77
Libya,Africa - Northern,Africa,Middle East & North Africa,2004,[2004],2.836,20609.86271,20.9,73.191,5652797,3.213
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,2004,[2004],,157620.6719,3.46,,34365,214.781
Lithuania,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.303,26098.95631,8.3,72.23,3432060,52.558
Luxembourg,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.638,134566.8687,3.1,79.26,450888,174.357
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],,70521.73713,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.133,1947.1755,56.8,60.752,17357913,29.568
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],6.002,1383.69132,77.9,48.1,12472794,105.27
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],2.307,22239.80546,7.1,73.491,25590453,77.583
Maldives,Asia - Southern,Asia,South Asia,2004,[2004],2.596,8593.439682,22.8,73.066,290988,976.47
Mali,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],6.797,1986.238724,101.2,51.042,12772264,10.299
Malta,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.388,39747.99696,5.9,78.141,407183,1288.554
Marshall Islands,Oceania,Oceania,East Asia & Pacific,2004,[2004],,12455.91353,32.8,,51968,287.116
Martinique,America - Central,Central and South America,America,2004,[2004],1.964,27850.65465,,79.308,395211,358.631
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.15,3309.781285,72.4,60.16,2964526,2.891
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],1.818,19863.66252,13.6,72.317,1245669,610.622
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],4.416,,,76.946,169315,452.714
Mexico,America - Central,Central and South America,America,2004,[2004],2.484,22237.37951,17.4,75.364,105175967,53.711
Monaco,Europe - Western,Europe,Europe & Central Asia,2004,[2004],,76692.4382,3.7,,35282,23679.195
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],2.141,4974.865252,36.9,64.756,2514462,1.605
Montenegro,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.767,14749.93319,10.3,73.58,626912,45.389
Montserrat,America - Central,Central and South America,America,2004,[2004],,24252.59506,8.8,,5322,52.176
Morocco,Africa - Northern,Africa,Middle East & North Africa,2004,[2004],2.418,7038.91299,36.1,68.96,30082152,67.366
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.697,1420.837536,93.2,47.777,20246287,25.258
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],2.178,2350.240452,52.2,63.264,46070248,68.093
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,2004,[2004],3.674,8799.099452,45.6,54.979,2043339,2.479
Nauru,Oceania,Oceania,East Asia & Pacific,2004,[2004],,13894.14485,31.9,,10094,480.667
Nepal,Asia - Southern,Asia,South Asia,2004,[2004],3.486,2158.59979,49.2,64.256,26717875,181.531
Netherlands,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.73,68363.74241,4.6,79.38,16225091,390.702
Netherlands Antilles,Europe - Western,Europe,America,2004,[2004],2.06,45522.52897,,75.3,183603,229.504
New Caledonia,Oceania,Oceania,East Asia & Pacific,2004,[2004],2.245,64411.30923,,74.399,227258,12.235
New Zealand,Oceania,Oceania,East Asia & Pacific,2004,[2004],2.015,48678.88902,5.5,79.593,4079130,15.078
Nicaragua,America - Central,Central and South America,America,2004,[2004],2.903,5119.863391,27.3,71.524,5356012,41.2
Niger,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],7.636,1175.596311,86.5,53.441,12546945,9.903
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],6.029,1807.336669,99.7,48.132,136399438,147.656
Niue,Oceania,Oceania,East Asia & Pacific,2004,[2004],,,23.1,,1728,6.646
Norfolk Island,Oceania,Oceania,East Asia & Pacific,2004,[2004],,,,,1840,
North Korea,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],,,27.5,,,195.767
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,2004,[2004],,9120.17245,,,68404,147.422
Norway,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.83,46387.24852,3.4,80.06,4587046,11.91
Oman,Asia - Western,Asia,Middle East & North Africa,2004,[2004],3.029,19870.60032,12,73.811,2378336,7.684
Pakistan,Asia - Southern,Asia,South Asia,2004,[2004],3.873,2269.738685,81,64.916,155860066,195.781
Palau,Oceania,Oceania,East Asia & Pacific,2004,[2004],,12397.85294,19,,19803,43.144
Panama,America - Central,Central and South America,America,2004,[2004],2.724,7986.096336,19.8,75.804,3181969,42.136
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,2004,[2004],4.279,1728.509788,56.5,60.235,5948135,12.851
Paraguay,America - South,Central and South America,America,2004,[2004],3.346,3885.936819,24,71.108,5786836,14.227
Peru,America - South,Central and South America,America,2004,[2004],2.73,6161.248424,23.3,72.098,27242033,21.196
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],3.566,2847.409537,28.3,67.326,83936698,279.789
Poland,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.268,13146.00686,6.7,75.02,38175134,118.098
Portugal,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.425,19942.44358,4,78.32,10506253,114.221
Puerto Rico,America - Central,Central and South America,America,2004,[2004],1.777,19287.90802,,77.148,3792373,427.31
Qatar,Asia - Western,Asia,Middle East & North Africa,2004,[2004],2.703,67458.35962,9.1,77.182,715146,65.013
